FMID,MarketName,Street,City,County,State,zip,x,y,Location,updateTime
1002635,Downtown Farmers Market,205 North 5th Street,Zanesville,Muskingum,Ohio,43701,-82.0066,39.9439,,Apr 30 2010  3:43PM
1002938,Vassar Farmers Market,205 S. Cass Ave.,Vassar,Tuscola,Michigan,48768,-83.5804,43.3726,,May 13 2010  3:30PM
1008501,Crane Creek Market,205 South Commerce Street,Crane,Stone,Missouri,65633,-93.572941,36.899749,Private business parking lot,2015-01-06T05:49:32Z
1012343,Green Fork Farmers Market,205 W. Dickson St.,Fayetteville,Washington,Arkansas,72701,-94.161898,36.065937,,2016-07-07T11:37:58Z
1003259,Village of Star Prairie Farmers Market,2050 Hwy 65,New Richmond,St. Croix,Wisconsin,54017,-92.5289,45.1587,Private business parking lot,2016-07-03T08:18:17Z
1001112,Huguenot-Robious Farmers' Market @ The Great Big Greenhouse,2051 Huguenot Road,Richmond,Chesterfield,Virginia,23235,-77.610398,37.519516,,2018-03-06T01:12:14Z
1008468,Oregon City Saturday Summer Farmers Market,"2051, Kaen Rd, off Beavercreek Rd.",Oregon City,Clackamas,Oregon,97045,-122.597822,45.333082,Local government building grounds,2016-07-03T05:48:42Z
1006996,Macon State Farmers Market,2055 Eisenhower Parkway,Macon,Bibb,Georgia,31206,-83.6832,32.8175,,Apr 16 2010  9:35AM
1000138,JACKSONVILLE ALABAMA FARMERS MARKET,206 Ladiga St,Jacksonville,Calhoun,Alabama,36265,-85.760351,33.813512,Other,2014-06-06T09:04:10Z
1006900,DeRidder Farmers Market,206 N. Washington Ave.,DeRidder,Beauregard,Louisiana,70634,-93.286,30.848,,2011-01-01T00:00:00Z
1010328,Mansfield Texas Farmers Market,206 Smith Street,Mansfield,Tarrant,Texas,76063,-97.14116,32.565278,Local government building grounds,2014-11-08T01:55:35Z
1010868,Wichita County Farmers' Market,206 South 4th Street,Leoti,Wichita,Kansas,67861,-101.3583497,38.4802674,,2017-03-02T10:38:22Z
1002672,Bordentown City's Farmers Market,207 Crosswicks Street,Bordentown,Burlington,New Jersey,08505,-74.7030158,40.1456881,Other,2016-07-03T06:12:29Z
1001809,Downtown Laramie Farmer's market,207 Grand Ave,Laramie,Albany,Wyoming,82070,-105.5944156,41.3110764,Closed-off public street,2012-07-09T08:17:29Z
1007250,Saugerties Winter Farmers Market - Summer,207 Market Street,Saugerties,Ulster,New York,12477,-73.949428,42.079003,Educational institution,2016-07-03T05:20:37Z
1002692,Paradise Farmers Market,207 N.Main,Leon,Decatur,Iowa,50144,-93.561,41.3614,,2009-01-01T00:00:00Z
1010189,Urban Oaks Organic Farm,207 Oak St.,New Britain,Hartford,Connecticut,06051,-72.77544,41.6800659,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",2015-09-05T04:05:55Z
1009776,Wilson Farmers Market,207 W Green St,Wilson,Wilson,North Carolina,27893,-77.908252,35.725588,Local government building grounds,2014-04-04T03:59:34Z
1002451,Dayville Mercantile,207 W. Franklin Ave,Dayville,Grant,Oregon,97825,-119.537,44.4701,,Jun  4 2010  3:59PM
1009628,North Union Farmers Market at University Hospitals,2074 Adelbert Road,Cleveland,Cuyahoga,Ohio,44106,-81.607019,41.504883,Healthcare Institution,2015-02-03T12:15:32Z
1000410,Eureka Springs Farmers Market,2075 E. Van Buren,Eureka Springs,Carroll,Arkansas,72632,-93.731702,36.391562,Private business parking lot,2016-07-03T07:23:01Z
1010575,Artisan Exchange West Chester,208 Carter Drive Suite 13B,West Chester,Chester,Pennsylvania,19382,-75.587797,39.948293,,2014-06-09T05:06:02Z
1005878,Brewster Farmers Market,208 E. Main St.,Brewster,Putnam,New York,10509,-73.6072,41.3948,Local government building grounds,2016-07-03T06:16:29Z
1002310,THE GREENE STREET MARKET AT NATIVITY,208 EUSTIS AVE. & GREENE STREET,Huntsville,Madison,Alabama,35801,-86.583226,34.73064,"Faith-based institution (e.g., church, mosque, synagogue, temple)",2015-07-05T07:42:30Z
1010476,Alpena Farmers' Market,208 N 1st Ave.,Alpena,Alpena,Michigan,49707,-83.430998,45.061878,Local government building grounds,2014-10-08T09:04:19Z
1002758,South Carolina State Farmers Market,208-A Wholesale Lane,West Columbia,Lexington,South Carolina,29172,-81.064382,33.902728,Federal/State government building grounds,2014-05-05T10:26:08Z
1003786,Henry's Farmers Market,2080 Highway 12 West,Starkville,Oktibbeha,Mississippi,39759,-88.9476,33.39,,2009-01-01T00:00:00Z
1010640,Grandin Village Community Market,2080 Westover Ave SW,Roanoke,Roanoke City,Virginia,24015,-79.978011,37.264859,,2016-01-07T12:23:30Z
1004732,Umpqua Valley Farmers Market,2082 Diamond Lake Blvd.,Roseburg,Douglas,Oregon,97470,-123.33255,43.213697,Private business parking lot,2013-12-06T04:50:44Z
1010251,Scandia Farmers Market,20880 Olinda Trail,Scandia,Washington,Minnesota,55073,-92.80725,45.252085,,2018-03-06T02:46:39Z
1001804,Town of Halifax Farmers Market,209 South Main Street,Halifax,Halifax,Virginia,24558,-78.92836,36.76317,,2017-02-07T09:24:32Z
1012407,East Boston Farmers Market,209 Sumner Street,East Boston,Suffolk,Massachusetts,02128,-71.039821,42.368747,,2016-11-07T10:01:05Z
1008211,Hammonton Downtown Market,209 Vine Street,Hammonton,Atlantic,New Jersey,08037,-74.802211,39.635664,Private business parking lot,2014-06-06T05:30:02Z
1000827,Royal Town Farmer's Market,20955 Wyoming,Ferndale,Oakland,Michigan,48220,-83.162105,42.44794,Local government building grounds,2015-01-03T02:30:26Z
1006829,LINN PLACE MARKET,20TH STREET and PARK PLACE,Birmingham,Jefferson,Alabama,35203,-86.808933,33.524519,Closed-off public street,2014-05-06T02:11:12Z
1010259,Bellevue Farmers' Market,20th & Franklin,Bellevue,Sarpy,Nebraska,68005,-95.8936715,41.1396043,Local government building grounds,2016-06-05T08:34:14Z
1007656,Mad Cap Hill Farmers Market,20th Ave.,Seattle,King,Washington,98127,-122.306,47.6101,,2009-01-01T00:00:00Z
1010139,Federal Way Farmers Market - Town Square,20th St,Federal Way,King,Washington,98003,-122.307155,47.317963,Local government building grounds,2015-01-05T07:03:39Z
1000549,Clio Market,21 College Street,Clio,Barbour,Alabama,36311,-85.619065,31.7078144,,2017-01-03T09:49:42Z
1010094,Phillips Farmers' Market,21 Depot Street,Phillips,Franklin,Maine,04966,-70.3420646,44.8228801,,2014-04-05T02:31:30Z
1003104,Thomasville Farmers Market,21 East Guilford Street,Thomasville,Davidson,North Carolina,27360,-80.0811,35.885,,2016-07-03T03:50:12Z
1006979,West Newbury/Laurel Grange,21 Garden Street,West Newbury,Essex,Massachusetts,01833,-70.9445,42.8092,,2011-01-01T00:00:00Z
1006367,Richford Farmers' Market,21 Main Street (in parking lot across from Main Street Grocery),Richford,Franklin,Vermont,05476,-72.672031,44.996328,Private business parking lot,2014-05-04T05:15:48Z
1001473,"Orleans Farmers' Market, Inc.",21 Old Colony Way,Orleans,Barnstable,Massachusetts,02653,-69.99411,41.78727,,2017-06-03T08:59:35Z
1010152,Bar Harbor Eden Farmers' Market,21 Park Street (@ Main Street),Bar Harbor,Hancock,Maine,04609,-68.203381,44.383067,,2017-06-06T09:03:29Z
1008754,Weeks Pumpkins and Produce,21 Shaffer Road,Fair Grove,Dallas,Missouri,65648,-93.109643,37.416978,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",2015-04-06T12:14:20Z
1005270,Kailua Distirct Park (People's Open Market),21 South Kainalu Drive,Kailua,Honolulu,Hawaii,96734,-157.7380124,21.3945423,,2017-01-03T03:41:28Z
1002816,Westminster Farmers' Market,21-33 Academy St. (Town Common),Westminster,Worcester,Massachusetts,01473,-71.906161,42.541635,,2018-03-06T09:36:40Z
1001125,Blooming Prairie Farmers Market,210 4th St NE,Blooming Prairie,Steele,Minnesota,55917,-93.0535,43.8717,Private business parking lot,2011-05-04T04:45:20Z
1006641,Neenah Farmer's Market,210 E Wisconsin Ave.,Neenah,Winnebago,Wisconsin,54956,-88.459157,44.18542,,2016-07-03T11:35:08Z
1011204,Carencro Cultural District Farmers Market,210 E. St. Peter Street,Carencro,Lafayette,Louisiana,70520,-92.046885,30.317346,,2015-04-06T07:36:09Z
1001601,Hanover Farmers Market,210 East Chestnut Street,Hanover,York,Pennsylvania,17331,-76.9824,39.8033,,2009-01-01T00:00:00Z
1012447,Viroqua Farmers'  MARKET-Saturday,210 Fairgrounds Road,Viroqua,Vernon,Wisconsin,54665,-90.8864999,43.5659569,,2016-11-07T06:05:36Z
1007810,Lakeville Farmers Market,210 Holyoke,Lakeville,Dakota,Minnesota,55044,-93.2429,44.6451,,2009-01-01T00:00:00Z
1005767,Sharon Springs Farmers Market,"210 Main St, Roseboro Hotel",Sharon Springs,Schoharie,New York,13459,-74.617252,42.79518,Other,2016-02-05T06:58:55Z
1007776,Old Saybrook Farmers Market,"210 Main Street, Cinema Plaza",Old Saybrook,Middlesex,Connecticut,06475,-72.3761,41.2921,,2009-01-01T00:00:00Z
1012382,Randolph County Farmers' Market,210 McDonald Street,Pocahontas,Randolph,Arkansas,72455,-90.968122,36.261149,,2016-09-07T09:00:08Z
1005867,Rushville Main Street Farmers Market,210 N. Congress St.,Rushville,Schuyler,Illinois,62681,-90.5628,40.1213,,2009-01-01T00:00:00Z
1005501,Morton Farmers Market,210 S Main street,Morton,Tazewell,Illinois,61550,-89.462593,40.609033,Private business parking lot,2012-01-05T11:14:23Z
1005786,Franklin Farmers' Market,210 S. Main Street,Franklin,Southampton,Virginia,23851,-76.9212462,36.6762426,Other,2012-08-05T09:28:47Z
1012448,Viroqua Farmers' Market-Wednesday,210 South Main St.,Viroqua,Vernon,Wisconsin,54665,-90.8893274,43.5548818,,2016-11-07T06:03:45Z
1002488,Snow Hill Farmers Market,210 W. Green Street,Snow Hill,Worcester,Maryland,21863,-75.394638,38.17685,Local government building grounds,2016-07-03T08:26:06Z
1011672,Madera County Farmers' Market,210 West Yosemite,Madera,Madera,California,93638,-120.06073,36.960554,,2016-05-08T07:26:11Z
1006902,Holyoke/Donahue Elementary School,210 Whiting Farms Road,Holyoke,Hampden,Massachusetts,01040,-72.6404,42.1781,,2011-01-01T00:00:00Z
1006034,Eagle Rock Farmers Market,2100 Merton Ave.,Los Angeles,Los Angeles,California,90065,-118.214,34.1391,,2009-01-01T00:00:00Z
1000352,Central NY Regional Market,"2100 Park St,",Syracuse,Onondaga,New York,13208,-76.1684,43.0727,,2009-01-01T00:00:00Z
1000732,Rice University Farmers Market,2100 University Boulevard,Houston,Harris,Texas,77005,-95.410252,29.714855,Educational institution,2012-07-05T04:16:46Z
1007235,Red Barn Market,2100 Washington Blvd.,Belpre,Washington,Ohio,45714,-81.6036,39.2779,,2009-01-01T00:00:00Z
1002144,Nashville F.A.R.M. III,2100 Woodmont Blvd.,Nashville,Davidson,Tennessee,37208,-86.812,36.1141,,2009-01-01T00:00:00Z
1001781,Black EagleFarmers' Market,2101 Montana Ave.,Black Eagle,Cascade,Montana,59414,-111.2743,47.52653,Other,2012-01-05T04:37:31Z
1000815,Village Fresh Farmers Market,2101 N Market St,Wilmington,New Castle,Delaware,19802,-75.5407,39.752585,Other,2013-05-05T03:19:55Z
1011271,Lake County Farmers' and Flea Market,2101 N. County Road 452,Eustis,Lake,Florida,32726,-81.698967,28.876216,,2016-11-06T02:04:00Z
1011167,Carbondale Farmers' Market,2101 W. Main St,Carbondale,Jackson,Illinois,62901,-89.243412,37.7302319,,2016-03-05T09:22:11Z
1009757,Downtown Madison Farmers Market,2103 Main Street / Historic Red Caboose Site,Madison,Madison,Mississippi,39110,-90.1153638,32.4618086,Local government building grounds,2014-04-04T12:54:48Z
1002987,Atherton Market,2104 South Boulevard,Charlotte,Mecklenburg,North Carolina,28203,-80.86127,35.20844,,2018-03-06T01:07:09Z
1010280,Angelina County Farmers Market,2107 S Medford Dr,Lufkin,Angelina,Texas,75901,-94.697749,31.321061,Local government building grounds,2014-08-06T12:14:04Z
1000499,Home Grown Farm Market,21078 Three Notch Road,Lexington Park,St. Mary's,Maryland,20653,-76.422028,38.2466343,Local government building grounds,2014-01-06T09:30:07Z
1008997,Case Western Reserve University Farmers Market,2109 Adelbert Rd.,Cleveland,Cuyahoga,Ohio,44106,-81.604037,41.504893,Educational institution,2014-03-08T09:03:39Z
1012640,Morgan County-Decatur Farmers Market,211 1st Ave SE,Decatur,Morgan,Alabama,35601,-86.986876,34.600893,,2017-03-07T10:43:26Z
1010559,Albion Farmer's Market,211 Market Place,Albion,Cass,Michigan,49224,-84.751569,42.243544,,2016-04-08T11:40:08Z
1000180,Westfield Farmers Market,211 N Union Street,Westfield,Hamilton,Indiana,46074,-86.1281489,40.044249,Local government building grounds,2012-10-05T07:40:47Z
1008423,Bowling Green Community Farmers Market,211 North Main Street,Bowling Green,Caroline,Virginia,22427,-77.347563,38.05177,Other,2015-10-04T02:40:15Z
1008558,Plattsmouth Farmers Market,211 S 23rd St,Plattsmouth,Cass,Nebraska,68048,-95.9078225,41.0096244,Private business parking lot,2014-12-05T02:34:24Z
1009644,Canon City Farmers Market,211 South 3rd St.,Canon CIty,Fremont,Colorado,81212,-105.243144,38.436917,Local government building grounds,2015-03-03T06:10:26Z
1006845,CCFA Farmers Market Canon City,211 South 3rd Street,Canon CIty,Fremont,Colorado,81212,-105.243441,38.437478,Local government building grounds,2014-12-05T02:17:06Z
1012843,Flagstaff Community Market,211 W Aspen Ave,Flagstaff,Coconino,Arizona,86001,-111.6516204,35.1990616,,2018-03-10T11:19:17Z
1009978,Bexley Farmers' Market,2111 East Main Street,Bexley,Franklin,Ohio,43209,-82.942547,39.957118,Private business parking lot,2015-07-04T06:14:56Z
1001486,Interlochen Farmers Market,2112 M-137,Interlochen,Grand Traverse,Michigan,49643,-85.7678865,44.6570752,,2018-03-06T02:23:42Z
1007173,Tyler Farmers Market Association,2112 W. Front St,Tyler,Smith,Texas,75702,-95.3235,32.3465,,2009-01-01T00:00:00Z
1009904,East Texas State Fair Farmers Market,2112 W. Front St. (South Pavilion),Tyler,Smith,Texas,75702,-95.324795,32.344227,,2018-04-06T08:51:26Z
1005840,Perry Lecompton Farmers Market,2115 Ferguson Rd.,Perry,Jefferson,Kansas,66073,-95.391621,39.080865,,2018-03-06T01:06:13Z
1004705,New Cassel Farmers' Market,212 Garden Street,Westbury,Nassau,New York,11590,-73.5676908,40.7622244,"Faith-based institution (e.g., church, mosque, synagogue, temple)",2013-12-06T10:47:09Z
1005595,PTC Farmers Market,212 Northlake Dr.,Peachtree City,Fayette,Georgia,30269,-84.586744,33.400778,,2018-03-06T09:24:05Z
1007182,Bell County Farmers Market Association II,212 S. Main Street,Temple,Bell,Texas,76501,-97.342,31.0945,,2009-01-01T00:00:00Z
1010569,Goshen Farmers Market,212 W. Washington St. Suite 1,Goshen,Elkhart,Indiana,46526,-85.837255,41.584636,,2016-06-08T10:36:29Z
1008593,Joplin Farmers' Market,212 West 8th Street,Joplin,Jasper,Missouri,64801,-94.51479,37.082804,Private business parking lot,2015-02-06T05:42:34Z
1010146,Long Beach Downtown Farmers Market,212 West Third Street,Long Beach,Los Angeles,California,90802,-118.194516,33.770351,Local government building grounds,2015-02-05T01:54:48Z
1001659,Edgewood Farmers' Market,2122 Old Edgewood Road,Edgewood,Harford,Maryland,21040,-76.292095,39.416114,,2017-05-04T10:23:27Z
1012107,Farmville Community Marketplace,"213 North Street,",Farmville,Prince Edward,Virginia,23901,-78.392913,37.304001,,2017-08-07T02:17:31Z
1011404,Tenino Farmers Market,213 Sussex Avenue West (Olympia Street),Tenino,Thurston,Washington,98589,-122.851108,46.857786,,2018-04-06T09:34:43Z
1009721,Brownstown Farmers Market,21313 Telegraph Road,Brownstown,Wayne,Michigan,48183,-83.2645968,42.1504155,,2016-12-04T11:23:58Z
1008757,"Westphalia Trading Co., LLC",2134 West Hwy 63,Westphalia,Osage,Missouri,65085,-92.000164,38.440436,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",2015-04-06T12:25:40Z
1011690,Cankdeska Cikana Community College Farmer's Market,214 1st Ave,Fort Totten,Benson,North Dakota,58335,-98.990303,47.978245,,2018-03-06T02:49:52Z
1004850,gardendwellers FARM Produce Party,214 7th ST N,Churchs Ferry,Ramsey,North Dakota,58325,-99.1973,48.273,,May 24 2010  2:31PM
1011040,Downtown McPherson Farmers Market,214 E Euclid St,McPherson,McPherson,Kansas,KS,-97.66446,38.37133,,2016-03-04T05:21:53Z
1004270,Lewisburg Farmer's Market,214 E. Washington St.,Lewisburg,Greenbrier,West Virginia,24901,-80.443128,37.800849,,2016-07-07T08:47:55Z
1010878,Farm to Preschool- Lake Ave,214 Lake Ave,Rochester,Monroe,New York,14608,-77.625302,43.168463,,2015-04-03T03:24:45Z
1003039,Creedmoor Farmers Market,214 North Main Street,Creedmoor,Granville,North Carolina,27522,-78.6812,36.1278,,2009-01-01T00:00:00Z
1012520,Fulton County Medical Center Farmers Market,214 peach orchard rd.,McConnellsburg borough,Fulton,Pennsylvania,17233,-77.995682,39.931838,,2017-01-07T10:37:34Z
1003418,Friday Market,2140 14th Ave between 21st & 23rd streets,Vero Beach,Indian River,Florida,32960,-80.399262,27.641457,Local government building grounds,2015-01-06T01:40:29Z
1005159,Farmers Market of the Ozarks,2144 E Republic Rd,Springfield,Greene,Missouri,65804,-93.255076,37.136365,Private business parking lot,2015-11-04T10:38:22Z
1003119,The Olde Ghent Farmers Market,2149 Route 66,Ghent,Columbia,New York,12075,-73.6283,42.3193,,2011-01-01T00:00:00Z
1010600,SKY Farmers Market,215 31W By-Pass,Bowling Green,Warren,Kentucky,42102,-86.427999,36.99808,,2015-10-09T09:29:55Z
1003732,Ellendale Farmers Market,215 5th Ave West,Ellendale,Steele,Minnesota,56026,-93.301638,43.872885,Local government building grounds,2013-12-06T08:52:31Z
1008815,Downtown Arlington Farmers Market,215 E Front Street,Arlington,Tarrant,Texas,76010,-97.104737,32.737817,Other,2013-02-07T06:24:38Z
1012723,Woodland Park Farmers' Market - Winter,215 E. Midland Road,Woodland Park,Teller,Colorado,80863,-105.051551,38.994733,,2017-12-07T01:58:56Z
1010301,Downtown West Bend Farmers' Market,215 N Main Street,West Bend,Washington,Wisconsin,53095,-88.183336,43.424885,Closed-off public street,2014-06-06T02:51:20Z
1002152,Tower View Market,215 NE Duval Street,Live Oak,Suwannee,Florida,32060,-82.9813627,30.2971641,Other,2012-08-05T10:46:02Z
1003348,Green Market,215 North Fillmore St.,Corinth,Alcorn,Mississippi,38834,-88.5211,34.9331,,2011-01-01T00:00:00Z
1004876,Marina Certifed Farmers' Market,215 Reservation Rd.,Marina,Monterey,California,93933,-121.797645,36.687008,,2018-03-06T03:20:45Z
1009656,Colorado Farm and Art Market,215 S. Tejon,Colorado Springs,El Paso,Colorado,80903,-104.822309,38.830543,,2018-03-06T07:02:39Z
1006671,Cleveland Farmers Market,215 South St.,Cleveland,Bolivar,Mississippi,38732,-90.72057,33.74268,Local government building grounds,2014-06-04T03:58:08Z
1005663,Hot Springs Farmers Market,215 Spring St,Hot Springs,Sanders,Montana,59845,-114.668845,47.610329,Other,2013-03-05T11:47:00Z
1008445,Sutherlin Farmers Market,215 W. Central Avenue,Sutherlin,Douglas,Oregon,97479,-123.315289,43.389888,Private business parking lot,2014-01-04T02:10:03Z
1012641,Livingston Farmers Market,215 W. River Drive,Livingston,Park,Montana,59047,-110.556745,45.654233,,2017-03-07T10:44:27Z
1000918,Holt Farmers Market,2150 Cedar Street,Holt,Ingham,Michigan,48842,-84.520014,42.645141,,2018-05-06T10:11:28Z
1010380,Anna House Farm Stand,2150 Hempstead Tpke,Elmont,Nassau,New York,11003,-73.716466,40.708292,,2016-08-04T04:21:51Z
1007285,Hamilton Farmers Market,2151 Bexar Avenue West,Hamilton,Marion,Alabama,35570,-88.0161,34.1554,,May  1 2010  3:50PM
1006558,Livermore Farmers' Market,2152 Second Street,Livermore,Alameda,California,94550,-121.768545,37.679541,Local government building grounds,2013-01-06T06:37:20Z
1009941,Lawrence Farmers Markets,216 Lawrence St,Lawrence,Essex,Massachusetts,01841,-71.1660442,42.7168489,Private business parking lot,2015-03-04T10:13:26Z
1012801,F.A.R.M. (Farmer's Atlanta Road Market),2160 Cooper Lake Road,Smyrna,Cobb,Georgia,30080,-84.4940793,33.8506111,,2016-05-09T09:15:23Z
1000935,Schererville Farmer's Market,217 Gregory Street,Schererville,Lake,Indiana,46375,-87.445743,41.489019,Closed-off public street,2014-06-05T04:34:27Z
1012030,Conway Farmers Market,217 Laurel St,Conway,Horry,South Carolina,29526,-79.0469799,33.8342831,,2018-03-06T01:48:33Z
1003464,Laughing Daisy Neighborhood Market,217 Main Street,Kimberly,Twin Falls,Idaho,83341,-114.365,42.5348,,2009-01-01T00:00:00Z
1002564,Bartlesville Farmers Market,217 Southeast Adams Boulevard,Bartlesville,Washington,Oklahoma,74003,-95.9768,36.7465,,2009-01-01T00:00:00Z
1004886,ALBERTA FARMERS MARKET,21724 Highway 5,ALBERTA,Wilcox,Alabama,36720,-87.4101,32.2319,,2011-01-01T00:00:00Z
1008707,Southwest Sustainable Farmers' Market,218 Glenstone Avenue,Springfield,Greene,Missouri,65804,-93.260549,37.207987,Private business parking lot,2015-03-06T05:38:21Z
1001063,Bluebird Market,218 N. Center St.,Thomaston,Upson,Georgia,30286,-84.3264,32.8906,Private business parking lot,2011-04-04T03:50:51Z
1004080,Highland Park Farmer's Market,218 Raritan Avenue,Highalnd Park,Middlesex,New Jersey,08904,-74.429111,40.498332,Other,2013-10-06T02:48:47Z
1008257,Summerville Farmers' Market,218 South Main Street,Summerville,Dorchester,South Carolina,29483,-80.17712,33.018378,Private business parking lot,2014-01-04T07:52:32Z
1003451,Lourdes Health System,218 Sunset Road,Willingboro,Burlington,New Jersey,08046,-74.8819,40.0474,Healthcare Institution,2012-08-04T08:45:21Z
1003383,Red Mill Green Market,2181 Upton Drive,Virginia Beach,Virginia Beach,Virginia,23454,-76.007506,36.756654,Private business parking lot,2013-10-06T01:35:15Z
1006670,Cleveland Farmers Market,219 S. Court Street,Cleveland,Bolivar,Mississippi,38732,-90.7240183,33.7441357,Private business parking lot,2014-06-04T03:58:08Z
1009627,Stonington Farmers Market,22 Bayview Avenue,Stonington borough,New London,Connecticut,06378,-71.898783,41.337713,,2016-05-04T04:58:54Z
1008360,Ormond Beach Farmers Market,22 S. Beach St. (City Hall Plaza),Ormond Beach,Volusia,Florida,32174,-81.055484,29.284852,Local government building grounds,2015-10-04T02:49:31Z
1004611,Chesterton's European Market,220 Broadway,Chesterton,Porter,Indiana,46304,-87.0536,41.6108,Private business parking lot,2013-03-04T02:49:25Z
1003795,Palmyra Producer Only Farmers Market,220 Campbelltown Road,Palmyra,Lebanon,Pennsylvania,17078,-76.588469,40.300452,,2018-03-06T04:40:34Z
1011931,Old Town Poteau Farmer's Market,220 Dewey Avenue,Poteau,Le Flore,Oklahoma,74953,-94.622113,35.05215,,2016-08-05T03:43:48Z
1010891,Ruston Farmers Market,220 E. Mississippi Avenue,Ruston,Lincoln,Louisiana,71270,-92.635545,32.529365,,2018-04-06T05:26:44Z
1010849,Wethersfield Farmers' Market,220 Hartford Avenue,Wethersfield,Hartford,Connecticut,06109,-72.660198,41.71913,,2018-03-06T01:03:33Z
1010840,Uptown Market,220 Maxwell Avenue,Greenwood,Greenwood,South Carolina,29646,-82.163221,34.190297,,2017-01-07T03:29:09Z
1011109,Apex Farmers Market,220 N. Salem St.,Apex,Wake,North Carolina,27502,-78.849899,35.7320152,,2015-02-05T03:22:12Z
1012600,Plainfield Township Farmers Market Hale,220 N. Washington,Hale,Iosco,Michigan,48739,-83.803406,44.379872,,2017-02-07T03:01:59Z
1005562,Iowa City Farmers Market,220 S. Gilbert St.,Iowa City,Johnson,Iowa,52240,-91.529299,41.659824,,2018-03-06T01:12:08Z
1008778,Downtown Hickory Farmers Market,220 Union Square,Hickory,Catawba,North Carolina,28601,-81.340927,35.732301,Local government building grounds,2015-04-06T03:19:54Z
1006481,"Torrance Certified Farmers' Market -Tuesday and saturday- 2200 Crenshaw Blvd Torrance,Ca.90501",2200 Crenshaw Blvd,Torrance,Los Angeles,California,90501,-118.328444,33.8249448,Local government building grounds,2014-02-04T01:51:12Z
1000814,Hillcrest Farmers Market,2200 Kavanaugh Blvd,Little Rock,Pulaski,Arkansas,72205,-92.31773,34.75684,,2018-03-06T09:03:05Z
1008570,Santa Monica Farmers Market - Saturday Virginia Avenue Park,2200 Virginia Avenue,Santa Monica,Los Angeles,California,90404,-118.467682,34.02075,Local government building grounds,2015-06-03T07:05:55Z
1003408,Fondy Farmers Market,2200 W. Fond du Lac Ave.,Milwaukee,Milwaukee,Wisconsin,53206,-87.9399,43.0615,Private business parking lot,2011-01-06T03:10:28Z
1010404,The Corner Farmer's Market,2200 Walker Avenue,Greensboro,Guilford,North Carolina,27403,-79.828313,36.068939,Private business parking lot,2014-05-08T10:46:52Z
1008298,Pope County Farmers' Market,2200 West Main St.,Russellville,Pope,Arkansas,72801,-93.1538063,35.2840499,"Faith-based institution (e.g., church, mosque, synagogue, temple)",2014-03-04T08:29:11Z
1006519,Baltimore County Farmers' Market,2200 York Road,Lutherville-Timonium,Baltimore,Maryland,21093,-76.6264,39.4398,Federal/State government building grounds,2012-11-07T09:37:12Z
1007309,Wrightstown Farmers Market,2203 Second Street Pike,Wrightstown,Bucks,Pennsylvania,18940,-75.000168,40.2603264,,2016-09-03T10:34:25Z
1011313,Abita Springs Farmers Market,22049 Main St.,Abita Springs,St. Tammany,Louisiana,70420,-90.0389129,30.4793215,,2018-06-06T01:50:15Z
1011528,College Hill Farmers Market,2205 College St.,Cedar Falls,Black Hawk,Iowa,50613,-92.456087,42.517617,,2017-02-07T03:45:48Z
1004624,Center Point Farmer's Market,2209 Center Point Parkway,Center Point,Jefferson,Alabama,35215,-86.6837,33.6425,,Apr 21 2010  3:11PM
1002673,Mount Vernon (Iowa) Farmers' Market,221 1st Street East,Mount Vernon,Linn,Iowa,52314,-91.4158,41.9216036,Private business parking lot,2015-02-03T10:53:35Z
1000961,Wayne County Farmers Market Association,221 Central Avenue,Wayne,Wayne,West Virginia,25570,-82.449667,38.291284,,2017-06-03T08:01:00Z
1006366,Shiloh Community Farmers' Market,221 Merritt Avenue,Wyandanch,Suffolk,New York,11798,-73.367076,40.753062,,2018-05-06T02:02:02Z
1006856,Oneida Farmers Market,221 W Hwy 34,Oneida,Knox,Illinois,61467,-90.2233003,41.0756524,Other,2015-02-06T01:04:50Z
1012311,Goodell Gardens Farmers Market,221 Waterford Street,Edinboro,Erie,Pennsylvania,16412,-80.1230603,41.8769872,,2016-07-07T12:33:40Z
1003097,Farmers & Artisans Market Dearborn,22100 Michigan Ave,Dearborn,Wayne,Michigan,48124,-83.246248,42.3057198,Other,2014-06-06T07:15:19Z
1002485,Salmon Creek Farmers' Market at Legacy Hospital,2211 NE 139th Street,Vancouver,Clark,Washington,98686,-122.648554,45.720387,Healthcare Institution,2015-03-06T04:32:45Z
1011711,Castle Hills Farm To Market,2211 NW Military,Castle Hills,Bexar,Texas,78213,-98.5224,29.534131,,2016-05-10T09:46:48Z
1012808,Corte Bella Farmers Market,"22135 N Mission Dr, Sun City West, AZ 85375",Peoria,Maricopa,Arizona,85375,-112.342222,33.683068,,2017-11-09T08:22:51Z
1000283,Farmers at the Firehouse,2216 Penn Ave,Pittsburgh,Allegheny,Pennsylvania,15222,-79.981949,40.452393,Private business parking lot,2013-11-06T02:09:25Z
1005421,Original Farmers' Market at Indianapolis City Market,222 E. Market Street,Indianapolis,Marion,Indiana,46204,-86.1535,39.76882,Closed-off public street,2014-02-04T02:26:14Z
1012652,The Green Market,222 East Hancock St,Milledgeville,Baldwin,Georgia,31061,-83.22488,33.082027,,2017-03-07T01:19:04Z
